name,frame,ra,dec,band_idx,wavelength,receiver,flux_jy,uvmin_kl,uvmax_kl,cfg_A,cfg_B,cfg_C,cfg_D
0604+203,J2000,06h04m28.6695s,"20d21'22.232""",3,2cm,U,0.0,,,X,X,X,X
0604+442,J2000,06h04m35.628762s,"44d13'58.549500""",0,20cm,L,0.95,,,S,S,S,S
0604+442,J2000,06h04m35.628762s,"44d13'58.549500""",1,6cm,C,0.7,,500.0,P,P,P,P
0604+442,J2000,06h04m35.628762s,"44d13'58.549500""",2,3.7cm,X,0.42,,500.0,S,S,S,S
0604+442,J2000,06h04m35.628762s,"44d13'58.549500""",3,0.7cm,Q,0.13,,,,W,W,W
0604+109,J2000,06h04m49.3695s,"10d55'40.363""",0,0.7cm,Q,0.16,,,W,W,W,W
0604+244,J2000,06h04m55.1140s,"24d29'55.009""",0,3.7cm,X,1.3,,,X,X,X,X
0604+244,J2000,06h04m55.1140s,"24d29'55.009""",1,0.7cm,Q,0.56,,,W,W,W,W
0605+096,J2000,06h05m10.1131s,"09d39'13.593""",0,0.7cm,Q,0.1,,,W,W,W,W
0605+405,J2000,06h05m50.855350s,"40d30'08.103030""",0,2cm,U,1.1,,,P,P,P,P
0605+405,J2000,06h05m50.855350s,"40d30'08.103030""",1,0.7cm,Q,0.5,,,W,W,W,W
0607+476,J2000,06h07m23.254983s,"47d39'46.942230""",0,2cm,U,0.5,,,S,S,S,S
0607+476,J2000,06h07m23.254983s,"47d39'46.942230""",1,0.7cm,Q,0.3,,,W,W,W,W
0607+673,J2000,06h07m52.671622s,"67d20'55.409770""",0,20cm,L,0.6,6.0,,S,S,S,X
0607+673,J2000,06h07m52.671622s,"67d20'55.409770""",1,6cm,C,0.68,,,P,P,P,P
0607+673,J2000,06h07m52.671622s,"67d20'55.409770""",2,3.7cm,X,0.58,,,P,P,P,P
0607+673,J2000,06h07m52.671622s,"67d20'55.409770""",3,2cm,U,0.5,,,S,S,S,S
0607+673,J2000,06h07m52.671622s,"67d20'55.409770""",4,0.7cm,Q,0.67,,,S,S,S,S
0607-085,J2000,06h07m59.699243s,"-08d34'49.978150""",0,20cm,L,3.0,,,P,P,P,S
0607-085,J2000,06h07m59.699243s,"-08d34'49.978150""",1,6cm,C,2.7,,,P,P,P,P
0607-085,J2000,06h07m59.699243s,"-08d34'49.978150""",2,3.7cm,X,3.22,,,P,P,P,P
0607-085,J2000,06h07m59.699243s,"-08d34'49.978150""",3,2cm,U,2.1,,,P,P,P,P
0607-085,J2000,06h07m59.699243s,"-08d34'49.978150""",4,0.7cm,Q,3.6,,,S,S,S,S
0608-223,J2000,06h08m59.686836s,"-22d20'20.955920""",0,20cm,L,0.8,,,S,S,S,S
0608-223,J2000,06h08m59.686836s,"-22d20'20.955920""",1,6cm,C,0.75,,,P,P,P,P
0608-223,J2000,06h08m59.686836s,"-22d20'20.955920""",2,3.7cm,X,0.48,,,S,S,S,S
0608-223,J2000,06h08m59.686836s,"-22d20'20.955920""",3,2cm,U,0.6,,,S,S,S,S
0608-223,J2000,06h08m59.686836s,"-22d20'20.955920""",4,0.7cm,Q,0.4,,,W,W,W,W
0609+480,J2000,06h09m32.5364s,"48d04'15.571""",0,90cm,P,12.0,1.0,4.0,X,S,S,X
0609+480,J2000,06h09m32.5364s,"48d04'15.571""",1,20cm,L,4.2,,4.0,X,X,X,P
0609-157,J2000,06h09m40.949538s,"-15d42'40.672640""",0,20cm,L,1.7,,,P,P,P,S
0609-157,J2000,06h09m40.949538s,"-15d42'40.672640""",1,6cm,C,8.3,,,P,P,P,P
0609-157,J2000,06h09m40.949538s,"-15d42'40.672640""",2,3.7cm,X,9.2,,,P,P,P,P
0609-157,J2000,06h09m40.949538s,"-15d42'40.672640""",3,2cm,U,9.0,,,S,S,S,S
0609-157,J2000,06h09m40.949538s,"-15d42'40.672640""",4,0.7cm,Q,6.2,,,S,S,S,S
0610+728,J2000,06h10m48.872123s,"72d48'53.187270""",0,20cm,L,1.0,,,X,X,X,X
0610+728,J2000,06h10m48.872123s,"72d48'53.187270""",1,6cm,C,0.54,50.0,,S,S,X,X
0610+728,J2000,06h10m48.872123s,"72d48'53.187270""",2,3.7cm,X,0.39,50.0,,S,S,X,X
0610+728,J2000,06h10m48.872123s,"72d48'53.187270""",3,0.7cm,Q,0.26,,,W,W,W,W
0612+413,J2000,06h12m51.1856s,"41d22'37.398""",0,0.7cm,Q,0.21,,,W,W,W,W
0613+171,J2000,06h13m36.3548s,"17d08'25.000""",0,3.7cm,X,0.18,,,W,W,W,W
0613+171,J2000,06h13m36.3548s,"17d08'25.000""",1,0.7cm,Q,0.19,,,W,W,W,W
0613+260,J2000,06h13m50.1366s,"26d04'36.731""",0,3.7cm,X,0.3,,,X,X,X,X
0613+260,J2000,06h13m50.1366s,"26d04'36.731""",1,0.7cm,Q,0.16,,,W,W,W,W
0613+131,J2000,06h13m57.692766s,"13d06'45.401160""",0,20cm,L,0.54,6.0,,S,S,S,C
0613+131,J2000,06h13m57.692766s,"13d06'45.401160""",1,6cm,C,0.48,,,S,S,S,S
0613+131,J2000,06h13m57.692766s,"13d06'45.401160""",2,3.7cm,X,0.48,,,S,S,S,S
0613+131,J2000,06h13m57.692766s,"13d06'45.401160""",3,2cm,U,0.5,,,S,S,S,S
0613+131,J2000,06h13m57.692766s,"13d06'45.401160""",4,0.7cm,Q,0.3,,,W,W,W,W
0614+607,J2000,06h14m23.866195s,"60d46'21.755380""",0,20cm,L,1.26,,,P,P,P,P
0614+607,J2000,06h14m23.866195s,"60d46'21.755380""",1,6cm,C,1.1,,,P,P,P,P
0614+607,J2000,06h14m23.866195s,"60d46'21.755380""",2,3.7cm,X,0.8,,,P,P,P,P
0614+607,J2000,06h14m23.866195s,"60d46'21.755380""",3,2cm,U,0.7,,,S,S,S,S
0614+607,J2000,06h14m23.866195s,"60d46'21.755380""",4,0.7cm,Q,0.26,,,W,W,W,W
0614+510,J2000,06h14m49.1589s,"51d02'13.124""",0,0.7cm,Q,0.18,,,W,W,W,W
0615+483,J2000,06h15m04.0530s,"48d19'04.739""",0,0.7cm,Q,0.12,,,W,W,W,W
0616-349,J2000,06h16m35.981384s,"-34d56'16.564670""",0,90cm,P,5.0,1.0,45.0,S,S,S,X
0616-349,J2000,06h16m35.981384s,"-34d56'16.564670""",1,20cm,L,2.8,,45.0,X,P,P,P
0616-349,J2000,06h16m35.981384s,"-34d56'16.564670""",2,6cm,C,1.2,,45.0,X,X,S,P
0616-349,J2000,06h16m35.981384s,"-34d56'16.564670""",3,0.7cm,Q,0.2,,,W,W,W,W
0617+570,J2000,06h17m16.922562s,"57d01'16.423250""",0,0.7cm,Q,0.5,,,W,W,W,W
0617-365,J2000,06h17m32.323928s,"-36d34'14.801892""",0,20cm,L,2.02,,40.0,X,S,P,P
0617-365,J2000,06h17m32.323928s,"-36d34'14.801892""",1,6cm,C,0.7,,50.0,X,X,S,S
0617-365,J2000,06h17m32.323928s,"-36d34'14.801892""",2,3.7cm,X,0.38,,50.0,X,X,S,S
0622+334,J2000,06h22m52.2250s,"33d26'10.434""",0,0.7cm,Q,0.12,,,W,W,W,W
0624+389,J2000,06h24m19.021305s,"38d56'48.735910""",0,20cm,L,1.0,30.0,,S,S,X,X
0624+389,J2000,06h24m19.021305s,"38d56'48.735910""",1,6cm,C,0.76,30.0,,P,P,S,X
0624+389,J2000,06h24m19.021305s,"38d56'48.735910""",2,3.7cm,X,0.65,,,P,P,P,P
0624+389,J2000,06h24m19.021305s,"38d56'48.735910""",3,2cm,U,0.5,,,S,S,S,S
0624+389,J2000,06h24m19.021305s,"38d56'48.735910""",4,0.7cm,Q,0.36,,,W,W,W,W
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",0,90cm,P,6.0,7.0,30.0,S,S,X,X
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",1,20cm,L,2.3,,30.0,X,S,S,S
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",2,6cm,C,0.92,,30.0,X,X,S,P
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",3,3.7cm,X,0.7,,30.0,X,X,S,P
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",4,2cm,U,0.4,,30.0,X,X,X,S
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",5,0.7cm,Q,0.3,,,X,X,X,X
0625+446,J2000,06h25m18.265386s,"44d40'01.626220""",0,20cm,L,0.17,2.0,,W,W,W,W
0625+446,J2000,06h25m18.265386s,"44d40'01.626220""",1,3.7cm,X,0.3,,,S,S,S,S
0625+446,J2000,06h25m18.265386s,"44d40'01.626220""",2,2cm,U,0.22,,,W,W,W,W
0625+446,J2000,06h25m18.265386s,"44d40'01.626220""",3,0.7cm,Q,0.12,,,W,W,W,W
0626+820,J2000,06h26m03.006188s,"82d02'25.567640""",0,20cm,L,0.7,7.5,,S,S,S,X
0626+820,J2000,06h26m03.006188s,"82d02'25.567640""",1,6cm,C,1.0,,,P,P,P,P
0626+820,J2000,06h26m03.006188s,"82d02'25.567640""",2,3.7cm,X,0.68,,,P,P,P,P
0626+820,J2000,06h26m03.006188s,"82d02'25.567640""",3,2cm,U,0.5,,,S,S,S,S
0626+820,J2000,06h26m03.006188s,"82d02'25.567640""",4,0.7cm,Q,0.2,,,W,W,W,W
0627-058,J2000,06h27m10.0960s,"-05d53'04.768""",0,90cm,P,33.0,10.0,,S,,,
0627-058,J2000,06h27m10.0960s,"-05d53'04.768""",1,20cm,L,18.0,,,X,X,X,X
0629-199,J2000,06h29m23.761851s,"-19d59'19.723450""",0,20cm,L,0.53,6.0,,S,S,S,X
0629-199,J2000,06h29m23.761851s,"-19d59'19.723450""",1,6cm,C,0.54,,,S,S,S,S
0629-199,J2000,06h29m23.761851s,"-19d59'19.723450""",2,3.7cm,X,0.64,,,P,P,P,P
0629-199,J2000,06h29m23.761851s,"-19d59'19.723450""",3,2cm,U,0.6,,,S,S,S,S
0629-199,J2000,06h29m23.761851s,"-19d59'19.723450""",4,0.7cm,Q,0.4,,,W,W,W,W
0630+176,J2000,06h30m07.2587s,"17d38'12.930""",0,0.7cm,Q,0.16,,,W,W,W,W
0631+203,J2000,06h31m01.0614s,"20d20'59.206""",0,0.7cm,Q,0.21,,,,,W,W
0631-419,J2000,06h31m11.998059s,"-41d54'26.946110""",0,20cm,L,0.8,,,X,X,X,X
0631-419,J2000,06h31m11.998059s,"-41d54'26.946110""",1,6cm,C,0.46,,,S,S,S,
0631-419,J2000,06h31m11.998059s,"-41d54'26.946110""",2,3.7cm,X,0.49,,,S,S,S,
0631-419,J2000,06h31m11.998059s,"-41d54'26.946110""",3,0.7cm,Q,0.3,,,W,W,W,W
0631+531,J2000,06h31m34.685922s,"53d11'27.756290""",0,20cm,L,0.78,20.0,,S,S,X,X
0631+531,J2000,06h31m34.685922s,"53d11'27.756290""",1,6cm,C,0.49,,,S,S,S,S
0631+531,J2000,06h31m34.685922s,"53d11'27.756290""",2,3.7cm,X,0.32,,,S,S,S,S
0631+531,J2000,06h31m34.685922s,"53d11'27.756290""",3,0.7cm,Q,0.0,,,X,X,X,X
0632+103,J2000,06h32m15.3269s,"10d22'01.676""",0,20cm,L,2.45,,,P,P,P,P
0632+103,J2000,06h32m15.3269s,"10d22'01.676""",1,6cm,C,0.9,,500.0,P,P,P,P
0632+103,J2000,06h32m15.3269s,"10d22'01.676""",2,3.7cm,X,0.5,,500.0,S,S,S,S
0632+103,J2000,06h32m15.3269s,"10d22'01.676""",3,2cm,U,0.2,,,X,X,X,X
0632+103,J2000,06h32m15.3269s,"10d22'01.676""",4,0.7cm,Q,0.08,,,X,X,X,X
0632+159,J2000,06h32m33.5153s,"15d54'22.575""",0,0.7cm,Q,0.15,,,,,W,W
0632+159,J2000,06h32m43.135530s,"15d59'57.619770""",0,2cm,U,0.4,,,W,W,W,W
0632+159,J2000,06h32m43.135530s,"15d59'57.619770""",1,0.7cm,Q,0.1,,,W,W,W,W
0636+501,J2000,06h36m11.0179s,"50d09'59.632""",0,0.7cm,Q,0.11,,,W,W,W,W
0638+595,J2000,06h38m02.871906s,"59d33'22.214320""",0,20cm,L,0.26,6.0,,S,S,X,X
0638+595,J2000,06h38m02.871906s,"59d33'22.214320""",1,6cm,C,0.56,,,S,S,S,S
0638+595,J2000,06h38m02.871906s,"59d33'22.214320""",2,3.7cm,X,0.55,,,S,S,S,S
0638+595,J2000,06h38m02.871906s,"59d33'22.214320""",3,0.7cm,Q,0.3,,,W,W,W,W
0639-337,J2000,06h39m20.904674s,"-33d46'00.113060""",0,20cm,L,0.25,,,X,X,X,X
0639-337,J2000,06h39m20.904674s,"-33d46'00.113060""",1,6cm,C,0.6,,,S,S,S,S
0639-337,J2000,06h39m20.904674s,"-33d46'00.113060""",2,3.7cm,X,0.54,,,P,P,P,P
0639-337,J2000,06h39m20.904674s,"-33d46'00.113060""",3,2cm,U,0.3,,,S,S,S,S
0639-337,J2000,06h39m20.904674s,"-33d46'00.113060""",4,0.7cm,Q,0.15,,,W,W,W,W
0639+734,J2000,06h39m21.961192s,"73d24'58.040490""",0,20cm,L,0.9,,,X,X,X,X
0639+734,J2000,06h39m21.961192s,"73d24'58.040490""",1,6cm,C,0.77,,,X,X,X,
0639+734,J2000,06h39m21.961192s,"73d24'58.040490""",2,3.7cm,X,0.77,,,X,X,X,
0639+734,J2000,06h39m21.961192s,"73d24'58.040490""",3,2cm,U,1.1,,,X,X,S,S
0639+734,J2000,06h39m21.961192s,"73d24'58.040490""",4,0.7cm,Q,0.6,,,X,W,W,W
0641-033,J2000,06h41m51.1335s,"-03d20'48.500""",0,3.7cm,X,0.71,,,P,P,P,P
0641-033,J2000,06h41m51.1335s,"-03d20'48.500""",1,0.7cm,Q,0.58,,,W,W,W,W
0642+679,J2000,06h42m04.257418s,"67d58'35.620850""",0,20cm,L,0.2,,,W,W,X,X
0642+679,J2000,06h42m04.257418s,"67d58'35.620850""",1,6cm,C,0.6,,,S,S,S,S
0642+679,J2000,06h42m04.257418s,"67d58'35.620850""",2,3.7cm,X,0.45,,,S,S,S,S
0642+679,J2000,06h42m04.257418s,"67d58'35.620850""",3,2cm,U,0.4,,,S,S,S,S
0642+679,J2000,06h42m04.257418s,"67d58'35.620850""",4,0.7cm,Q,0.1,,,X,X,X,X
0642+881,J2000,06h42m06.1342s,"88d11'55.010""",0,0.7cm,Q,0.22,,,W,W,W,W
0642+351,J2000,06h42m58.1402s,"35d09'18.388""",0,0.7cm,Q,0.16,,,W,W,W,W
0643+089,J2000,06h43m26.4517s,"08d57'37.999""",0,6cm,C,0.45,,,S,S,S,S
0643+089,J2000,06h43m26.4517s,"08d57'37.999""",1,3.7cm,X,0.33,,,S,S,S,S
0643+089,J2000,06h43m26.4517s,"08d57'37.999""",2,1.3cm,K,0.28,,,W,W,W,W
0643+089,J2000,06h43m26.4517s,"08d57'37.999""",3,0.7cm,Q,0.27,,,W,W,W,W
0644-349,J2000,06h44m25.2817s,"-34d59'42.140""",0,20cm,L,0.78,6.0,,S,S,S,X
0644-349,J2000,06h44m25.2817s,"-34d59'42.140""",1,6cm,C,1.1,,,P,P,P,P
0644-349,J2000,06h44m25.2817s,"-34d59'42.140""",2,3.7cm,X,0.98,,,P,P,P,P
0644-349,J2000,06h44m25.2817s,"-34d59'42.140""",3,2cm,U,0.8,,,S,S,S,S
0644-349,J2000,06h44m25.2817s,"-34d59'42.140""",4,0.7cm,Q,0.16,,,W,W,W,W
0644+392,J2000,06h44m53.709551s,"39d14'47.533460""",0,20cm,L,0.8,50.0,,S,X,X,X
0644+392,J2000,06h44m53.709551s,"39d14'47.533460""",1,6cm,C,0.59,,,S,S,S,S
0644+392,J2000,06h44m53.709551s,"39d14'47.533460""",2,3.7cm,X,0.62,,,S,S,S,S
0644+392,J2000,06h44m53.709551s,"39d14'47.533460""",3,0.7cm,Q,0.2,,,W,W,W,W
0645+213,J2000,06h45m24.099508s,"21d21'51.201600""",0,20cm,L,0.5,20.0,,S,S,X,X
0645+213,J2000,06h45m24.099508s,"21d21'51.201600""",1,6cm,C,0.48,15.0,,S,S,S,X
0645+213,J2000,06h45m24.099508s,"21d21'51.201600""",2,3.7cm,X,0.51,10.0,,P,P,S,X
0645+213,J2000,06h45m24.099508s,"21d21'51.201600""",3,2cm,U,0.5,,,S,S,S,S
0645+213,J2000,06h45m24.099508s,"21d21'51.201600""",4,0.7cm,Q,0.27,,,W,W,W,W
0646+306,J2000,06h46m15.2431s,"30d41'23.669""",0,0.7cm,Q,0.12,,,W,W,W,W
0646+448,J2000,06h46m32.025985s,"44d51'16.590130""",0,20cm,L,0.9,,,S,S,S,S
0646+448,J2000,06h46m32.025985s,"44d51'16.590130""",1,6cm,C,0.7,,,P,P,P,P
0646+448,J2000,06h46m32.025985s,"44d51'16.590130""",2,3.7cm,X,2.2,,,P,P,P,P
0646+448,J2000,06h46m32.025985s,"44d51'16.590130""",3,2cm,U,2.5,,,P,P,P,P
0646+448,J2000,06h46m32.025985s,"44d51'16.590130""",4,0.7cm,Q,2.2,,,S,S,S,S
0648-307,J2000,06h48m14.096441s,"-30d44'19.659400""",0,20cm,L,0.8,45.0,,P,X,X,X
0648-307,J2000,06h48m14.096441s,"-30d44'19.659400""",1,6cm,C,1.0,,,P,P,P,P
0648-307,J2000,06h48m14.096441s,"-30d44'19.659400""",2,3.7cm,X,0.82,,,P,P,P,P
0648-307,J2000,06h48m14.096441s,"-30d44'19.659400""",3,2cm,U,0.85,,,P,P,P,P
0648-307,J2000,06h48m14.096441s,"-30d44'19.659400""",4,0.7cm,Q,0.8,,,W,W,W,W
0648+491,J2000,06h48m47.1190s,"49d07'20.736""",0,0.7cm,Q,0.11,,,W,W,W,W
0650-166,J2000,06h50m24.581852s,"-16d37'39.725000""",0,20cm,L,1.7,60.0,,S,X,X,X
0650-166,J2000,06h50m24.581852s,"-16d37'39.725000""",1,6cm,C,2.6,,,P,P,P,P
0650-166,J2000,06h50m24.581852s,"-16d37'39.725000""",2,3.7cm,X,0.96,,,P,P,P,P
0650-166,J2000,06h50m24.581852s,"-16d37'39.725000""",3,2cm,U,2.7,,,S,S,S,S
0650-166,J2000,06h50m24.581852s,"-16d37'39.725000""",4,0.7cm,Q,1.9,,,S,S,S,S
0650+600,J2000,06h50m31.254325s,"60d01'44.555690""",0,20cm,L,0.5,7.0,,S,S,S,X
0650+600,J2000,06h50m31.254325s,"60d01'44.555690""",1,6cm,C,0.8,,,P,P,P,P
0650+600,J2000,06h50m31.254325s,"60d01'44.555690""",2,3.7cm,X,0.8,,,P,P,P,P
0650+600,J2000,06h50m31.254325s,"60d01'44.555690""",3,2cm,U,0.5,,,S,S,S,S
0650+600,J2000,06h50m31.254325s,"60d01'44.555690""",4,0.7cm,Q,0.3,,,W,W,W,W
0651+691,J2000,06h51m54.9507s,"69d11'12.720""",0,20cm,L,1.0,15.0,75.0,S,S,X,X
0651+691,J2000,06h51m54.9507s,"69d11'12.720""",1,6cm,C,0.5,,75.0,X,X,S,S
0651+691,J2000,06h51m54.9507s,"69d11'12.720""",2,2cm,U,0.0,,,X,X,X,X
0653-064,J2000,06h53m00.5987s,"-06d25'32.520""",0,3.7cm,X,0.72,,,P,P,P,P
0653-064,J2000,06h53m00.5987s,"-06d25'32.520""",1,0.7cm,Q,0.44,,,W,W,W,W
0653+370,J2000,06h53m58.282842s,"37d05'40.606420""",0,20cm,L,0.58,6.0,,S,S,S,X
0653+370,J2000,06h53m58.282842s,"37d05'40.606420""",1,6cm,C,0.6,,,P,P,P,P
0653+370,J2000,06h53m58.282842s,"37d05'40.606420""",2,3.7cm,X,0.91,,,P,P,P,P
0653+370,J2000,06h53m58.282842s,"37d05'40.606420""",3,2cm,U,0.5,,,S,S,S,S
0653+370,J2000,06h53m58.282842s,"37d05'40.606420""",4,0.7cm,Q,0.5,,,W,W,W,W
0654+452,J2000,06h54m23.713652s,"45d14'23.545580""",0,20cm,L,0.27,40.0,,S,X,X,X
0654+452,J2000,06h54m23.713652s,"45d14'23.545580""",1,6cm,C,0.32,30.0,,S,S,X,X
0654+452,J2000,06h54m23.713652s,"45d14'23.545580""",2,3.7cm,X,0.37,30.0,,S,S,X,X
0654+452,J2000,06h54m23.713652s,"45d14'23.545580""",3,0.7cm,Q,0.37,,,W,W,W,W
0655+410,J2000,06h55m10.024717s,"41d00'10.160640""",0,20cm,L,0.23,,,X,X,X,X
0655+410,J2000,06h55m10.024717s,"41d00'10.160640""",1,6cm,C,0.29,,,S,S,S,S
0655+410,J2000,06h55m10.024717s,"41d00'10.160640""",2,3.7cm,X,0.37,,,S,S,S,S
0655+410,J2000,06h55m10.024717s,"41d00'10.160640""",3,0.7cm,Q,0.2,,,W,W,W,W
